39, State-gov,77516, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,40, United-States, <=50K
35, Private,123606, collegeDO,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
44, Private,202565, HS,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
54, Private,177927, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
37, Private,256723, collegeDO,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
18, Private,46247, collegeDO,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
24, Private,266926, collegeDO,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,112031, HS,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
22, NA,376277, collegeDO,10, Divorced, NA, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private,168817, HS,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private,187487, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
32, NA,158784, 7th-8th,4, Widowed, NA, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,67222, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, China, <=50K
43, Private,201723, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
73, Private,267408, HS,9, Widowed, Sales, Other-relative, White, Female,0,0,15, United-States, <=50K
47, Federal-gov,168191, collegeDO,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, NA, <=50K
49, Private,105444, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,39, United-States, <=50K
38, Private,156728, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private,148600, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private,19914, collegeDO,10, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private,190767, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private,233955, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, China, >50K
35, Private,30381, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
38, Private,187069, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
31, Private,367314, HS,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Local-gov,101119, HS,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, <=50K
38, Private,86551, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,48, United-States, >50K
40, Local-gov,218995, collegeDO,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
21, Private,57711, HS,9, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private,303521, collegeDO,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private,199067, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private,247445, HS,9, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private,186078, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
31, Private,77634, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,42, United-States, <=50K
24, Private,180060, Masters,14, Never-married, Exec-managerial, Own-child, White, Male,6849,0,90, United-States, <=50K
46, Private,56482, collegeDO,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private,314177, HS,9, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private,239755, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
27, Private,377680, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
64, Self-emp-not-inc,134960, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,35, United-States, >50K
26, Private,294493, Bachelors,13, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
21, Private,32616, HS,9, Never-married, Other-service, Not-in-family, White, Female,0,1719,16, United-States, <=50K
45, Private,182655, Bachelors,13, Divorced, Other-service, Not-in-family, White, Male,0,0,45, NA, >50K
57, Local-gov,52267, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States, <=50K
30, Private,117963, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
45, Private,98881, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,32, United-States, <=50K
50, Private,196963, 7th-8th,4, Divorced, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Private,166988, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc,193459, collegeDO,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
42, Private,182342, collegeDO,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
32, Private,496743, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private,154781, HS,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private,219371, HS,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private,99179, 11th,7, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private,224910, HS,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private,304651, HS,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Private,349689, HS,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Private,106850, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc,196328, HS,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
25, Private,169323, Bachelors,13, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc,162924, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Japan, <=50K
40, Self-emp-not-inc,34037, HS,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
51, NA,167651, HS,9, Married-civ-spouse, NA, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,197384, collegeDO,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
42, Private,251795, collegeDO,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
65, NA,266081, HS,9, Married-civ-spouse, NA, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,165309, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private,215873, 10th,6, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,45, United-States, <=50K
46, Private,133938, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,27828,0,50, United-States, >50K
49, Private,159816, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,20, United-States, >50K
24, Private,228424, HS,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
32, Private,195576, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
71, Private,105200, HS,9, Married-civ-spouse, Protective-serv, Husband, White, Male,6767,0,20, United-States, <=50K
26, Private,167350, collegeDO,10, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,40, United-States, >50K
29, Private,52199, HS,9, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private,171338, collegeDO,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
51, Private,120173, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,50, United-States, >50K
17, NA,158762, 10th,6, Never-married, NA, Own-child, White, Female,0,0,20, United-States, <=50K
49, Private,169818, HS,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, >50K
31, Private,288419, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,207546, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
59, Local-gov,147707, HS,9, Widowed, Farming-fishing, Unmarried, White, Male,0,2339,40, United-States, <=50K
17, NA,228373, 10th,6, Never-married, NA, Own-child, White, Male,0,0,30, United-States, <=50K
43, Private,193882, collegeDO,10, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States, >50K
38, Private,31033, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
37, Private,272950, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,183523, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private,238415, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private,19302, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,2202,0,38, United-States, <=50K
42, Local-gov,339671, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,8614,0,45, United-States, >50K
35, Local-gov,103260, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
39, Private,79331, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
40, Private,135056, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Private,142723, 5th-6th,3, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
30, Federal-gov,188569, 9th,5, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,57322, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private,178309, 9th,5, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
45, Private,166107, Masters,14, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
31, Private,53042, collegeDO,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private,155343, HS,9, Married-civ-spouse, Sales, Husband, White, Male,3103,0,40, United-States, >50K
32, Private,35595, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,429507, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
50, Federal-gov,159670, HS,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
63, Private,151210, 7th-8th,4, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,186792, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,204640, collegeDO,10, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Private,87205, HS,9, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
38, Self-emp-inc,112847, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
41, Private,107306, HS,9, Never-married, Exec-managerial, Not-in-family, White, Male,2174,0,40, United-States, <=50K
50, State-gov,211319, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
59, Private,183606, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,205390, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,49, United-States, <=50K
73, Local-gov,232871, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male,2228,0,10, United-States, <=50K
52, Self-emp-inc,101017, HS,9, Divorced, Exec-managerial, Unmarried, White, Male,0,0,38, United-States, <=50K
57, Private,114495, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
35, Private,183898, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
51, Private,163921, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,56, United-States, >50K
22, Private,311764, 11th,7, Widowed, Sales, Own-child, Black, Female,0,0,35, United-States, <=50K
49, Private,188330, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Private,267174, HS,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
46, Local-gov,36228, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
48, Private,199739, HS,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private,185407, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, NA, <=50K
43, State-gov,206139, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
25, Private,282063, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
31, Private,332379, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,418324, collegeDO,10, Never-married, Sales, Own-child, White, Male,0,0,36, United-States, <=50K
19, NA,263338, collegeDO,10, Never-married, NA, Own-child, White, Male,0,0,45, United-States, <=50K
51, Private,158948, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States, >50K
51, Private,221532, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
22, Self-emp-not-inc,202920, HS,9, Never-married, Prof-specialty, Unmarried, White, Female,99999,0,40, Dominican-Republic, >50K
37, Local-gov,118909, HS,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
19, Private,286469, collegeDO,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
45, Private,191914, HS,9, Divorced, Transport-moving, Unmarried, White, Female,0,0,55, United-States, <=50K
21, State-gov,142766, collegeDO,10, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
52, Private,198744, HS,9, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Local-gov,272780, collegeDO,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, <=50K
42, State-gov,219553, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
56, Private,261232, HS,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,64292, HS,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private,312131, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
70, Private,30713, HS,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
30, Private,246439, collegeDO,10, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private,338105, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
23, Private,228243, collegeDO,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
34, Local-gov,62463, collegeDO,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1579,40, United-States, <=50K
